Breach_ID,Breach_Start_Date,Breach_End_Date,Year,Attack_Type,Attack_Vector,Vulnerability,Detection_Method,System_Affected,Breach_Severity,How_Resolved,Origin_Country,Target_Country,Target_Sector,Data_Compromised,Notes,Breach_Duration_Days
CA3F0AA2,2018-11-12,2018-11-13,2018,Zero-Day Exploit,USB Infection,Weak Password Policy,Manual Review,IoT Devices,Medium,Zero-Day Patch,USA,Pakistan,Transportation,Internal Documents,Automated synthetic breach entry for research dataset.,1
37F2418A,2019-12-20,2019-12-24,2019,Ransomware,Remote Desktop (RDP),Weak Password Policy,Firewall Logs,Internal Network,High,Backups Restored,Germany,USA,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,4
E08957A6,2017-04-17,2017-04-22,2017,Ransomware,USB Infection,Unsecured API,Firewall Logs,Payment Server,High,Malware Removal,Spain,Canada,Finance,Credentials,Automated synthetic breach entry for research dataset.,5
658C159B,2016-05-07,2016-05-11,2016,Zero-Day Exploit,Social Engineering,CVE-2021-44228 (Log4j),Firewall Logs,Payment Server,Medium,System Isolation,India,Pakistan,Education,Emails,Automated synthetic breach entry for research dataset.,4
BE7774BB,2021-07-17,2021-07-20,2021,Cloud Misconfiguration,Email Phishing,Unpatched VPN,SIEM Alerts,IoT Devices,Medium,MFA Implemented,Russia,Iran,Banking,Emails,Automated synthetic breach entry for research dataset.,3
B852AD97,2018-02-21,2018-02-28,2018,Web Exploit,Remote Desktop (RDP),Unpatched VPN,Firewall Logs,Email System,Low,Malware Removal,UK,Australia,Retail,Basic Metadata,Automated synthetic breach entry for research dataset.,7
AA407CAE,2022-03-12,2022-03-16,2022,Ransomware,USB Infection,CVE-2021-44228 (Log4j),SIEM Alerts,Database,Critical,System Isolation,Nigeria,Netherlands,Energy,Full Database Dump,Automated synthetic breach entry for research dataset.,4
65FC1BC8,2024-01-29,2024-02-18,2024,Phishing,Web Exploit,Unpatched VPN,AI-Based Monitoring,Endpoint Devices,Medium,Traffic Filtering,Germany,France,Education,Emails,Automated synthetic breach entry for research dataset.,20
BE47AF07,2019-12-24,2019-12-29,2019,Cloud Misconfiguration,Remote Desktop (RDP),Weak Password Policy,Manual Review,Cloud Storage,Medium,Key Rotation,Italy,Nigeria,Energy,Emails,Automated synthetic breach entry for research dataset.,5
8E959231,2021-10-23,2021-10-26,2021,Zero-Day Exploit,Drive-by Download,Zero-Day Vulnerability,SIEM Alerts,Email System,High,Traffic Filtering,Iran,China,Finance,Credentials,Automated synthetic breach entry for research dataset.,3
39A2A02D,2021-04-05,2021-04-15,2021,Cloud Misconfiguration,Compromised Vendor,Outdated Firewall,Firewall Logs,Payment Server,High,Traffic Filtering,Japan,Netherlands,Energy,Transaction Logs,Automated synthetic breach entry for research dataset.,10
BF0680E7,2024-07-27,2024-08-15,2024,Ransomware,Malicious Link,Weak Password Policy,Threat Intelligence Feed,IoT Devices,Critical,Key Rotation,Italy,Pakistan,Manufacturing,Full Database Dump,Automated synthetic breach entry for research dataset.,19
2DDAA62E,2022-06-22,2022-06-29,2022,Web Exploit,Malicious Link,CVE-2021-44228 (Log4j),Unusual Activity Detection,Endpoint Devices,Low,Patch Applied,China,Iran,Telecom,Minimal Logs,Automated synthetic breach entry for research dataset.,7
D0E2043C,2021-02-05,2021-02-17,2021,Ransomware,Cloud Misconfiguration,Zero-Day Vulnerability,SIEM Alerts,Internal Network,Critical,MFA Implemented,Italy,Russia,Retail,Financial Records,Automated synthetic breach entry for research dataset.,12
18F12917,2025-10-11,2025-10-29,2025,Cloud Misconfiguration,Social Engineering,Outdated Firewall,SIEM Alerts,Cloud Storage,High,Employee Terminated,Japan,Brazil,Energy,Transaction Logs,Automated synthetic breach entry for research dataset.,18
C67F512E,2020-03-20,2020-03-30,2020,Insider Threat,USB Infection,Unsecured API,SIEM Alerts,Cloud Storage,High,Malware Removal,Russia,Italy,Tech,User Tokens,Automated synthetic breach entry for research dataset.,10
809DA860,2017-05-27,2017-06-03,2017,Phishing,Remote Desktop (RDP),CVE-2021-44228 (Log4j),Firewall Logs,Database,Low,Malware Removal,Pakistan,Germany,Education,Minimal Logs,Automated synthetic breach entry for research dataset.,7
7A54F242,2023-10-01,2023-10-18,2023,Ransomware,Social Engineering,Outdated Firewall,AI-Based Monitoring,Cloud Storage,Critical,Malware Removal,Canada,Spain,Finance,Full Database Dump,Automated synthetic breach entry for research dataset.,17
B532361A,2016-03-26,2016-03-28,2016,Zero-Day Exploit,Malicious Link,Outdated Firewall,Firewall Logs,Database,High,Zero-Day Patch,Brazil,Japan,Banking,Credentials,Automated synthetic breach entry for research dataset.,2
2B19AB0F,2025-05-24,2025-06-05,2025,Ransomware,USB Infection,Weak Password Policy,Threat Intelligence Feed,Email System,Critical,Firewall Updated,UAE,Pakistan,Healthcare,Sensitive PII,Automated synthetic breach entry for research dataset.,12
3371E8E4,2024-04-24,2024-05-08,2024,Zero-Day Exploit,Remote Desktop (RDP),CVE-2021-44228 (Log4j),Threat Intelligence Feed,Cloud Storage,High,Firewall Updated,USA,Italy,Telecom,Transaction Logs,Automated synthetic breach entry for research dataset.,14
7C17EC26,2016-07-04,2016-07-12,2016,Zero-Day Exploit,Web Exploit,CVE-2021-44228 (Log4j),Firewall Logs,Payment Server,Medium,Zero-Day Patch,Brazil,Brazil,Transportation,Internal Documents,Automated synthetic breach entry for research dataset.,8
272D25CD,2025-01-31,2025-02-16,2025,Cloud Misconfiguration,Email Phishing,Unpatched VPN,AI-Based Monitoring,Database,High,Zero-Day Patch,UK,South Korea,Finance,Transaction Logs,Automated synthetic breach entry for research dataset.,16
AC5BA2F6,2019-07-03,2019-07-09,2019,Zero-Day Exploit,Cloud Misconfiguration,Weak Password Policy,Manual Review,Payment Server,High,Traffic Filtering,Russia,USA,Telecom,User Tokens,Automated synthetic breach entry for research dataset.,6
6307B4D6,2018-08-16,2018-08-20,2018,Zero-Day Exploit,Web Exploit,Unsecured API,Manual Review,Email System,Medium,Key Rotation,China,Germany,Finance,Internal Documents,Automated synthetic breach entry for research dataset.,4
EFAA6357,2021-11-24,2021-12-06,2021,Ransomware,USB Infection,Zero-Day Vulnerability,Firewall Logs,Web Server,Critical,Backups Restored,Italy,Italy,Tech,Financial Records,Automated synthetic breach entry for research dataset.,12
4FAD2D57,2020-06-09,2020-06-14,2020,Ransomware,Cloud Misconfiguration,Privilege Escalation Bug,SIEM Alerts,Email System,High,Malware Removal,Canada,Australia,Telecom,User Tokens,Automated synthetic breach entry for research dataset.,5
236D9A3B,2023-10-03,2023-10-21,2023,Ransomware,Cloud Misconfiguration,CVE-2021-44228 (Log4j),SIEM Alerts,Cloud Storage,High,Firewall Updated,Iran,UK,Retail,Transaction Logs,Automated synthetic breach entry for research dataset.,18
6E545C71,2020-05-19,2020-05-25,2020,Phishing,Cloud Misconfiguration,Unpatched VPN,SIEM Alerts,Database,Medium,Employee Terminated,Netherlands,Spain,Tech,Internal Documents,Automated synthetic breach entry for research dataset.,6
40BF24F3,2015-07-26,2015-08-03,2015,Phishing,Remote Desktop (RDP),Weak Password Policy,Firewall Logs,Database,Medium,System Isolation,France,China,Energy,Emails,Automated synthetic breach entry for research dataset.,8
0C649648,2015-11-19,2015-11-21,2015,Cloud Misconfiguration,Remote Desktop (RDP),Privilege Escalation Bug,Firewall Logs,Email System,Medium,Zero-Day Patch,UAE,Russia,Retail,Emails,Automated synthetic breach entry for research dataset.,2
586B7445,2016-01-07,2016-01-09,2016,Phishing,USB Infection,Privilege Escalation Bug,Manual Review,Endpoint Devices,Medium,Malware Removal,Netherlands,Spain,Tech,Emails,Automated synthetic breach entry for research dataset.,2
39F489D0,2024-05-04,2024-05-15,2024,Cloud Misconfiguration,Drive-by Download,Misconfigured S3 Bucket,SIEM Alerts,IoT Devices,High,MFA Implemented,China,UK,Banking,Credentials,Automated synthetic breach entry for research dataset.,11
813BB434,2017-09-30,2017-10-08,2017,Cloud Misconfiguration,Social Engineering,Zero-Day Vulnerability,Firewall Logs,Web Server,High,Employee Terminated,Nigeria,France,Government,User Tokens,Automated synthetic breach entry for research dataset.,8
7CACEDC9,2023-01-06,2023-01-18,2023,Zero-Day Exploit,Cloud Misconfiguration,Zero-Day Vulnerability,AI-Based Monitoring,Web Server,High,Zero-Day Patch,UK,Nigeria,Healthcare,Credentials,Automated synthetic breach entry for research dataset.,12
D29AA859,2023-04-29,2023-05-16,2023,Phishing,USB Infection,Unpatched VPN,AI-Based Monitoring,IoT Devices,Low,Backups Restored,Russia,China,Education,Minimal Logs,Automated synthetic breach entry for research dataset.,17
FA1D835E,2021-02-17,2021-02-27,2021,Insider Threat,Cloud Misconfiguration,SQL Injection Flaw,Unusual Activity Detection,Payment Server,Critical,Patch Applied,Brazil,France,Energy,Sensitive PII,Automated synthetic breach entry for research dataset.,10
3FD8DE48,2015-10-09,2015-10-17,2015,Ransomware,Drive-by Download,Unsecured API,Firewall Logs,Database,High,Zero-Day Patch,USA,Germany,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.,8
C721511B,2022-06-03,2022-06-11,2022,Cloud Misconfiguration,Compromised Vendor,SQL Injection Flaw,Unusual Activity Detection,Database,High,Employee Terminated,Russia,USA,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.,8
76A4FFD6,2020-02-16,2020-02-26,2020,Web Exploit,Social Engineering,Outdated Firewall,SIEM Alerts,Endpoint Devices,Low,Zero-Day Patch,UK,Brazil,Government,Basic Metadata,Automated synthetic breach entry for research dataset.,10
F10C0380,2017-01-18,2017-01-22,2017,Phishing,Email Phishing,Misconfigured S3 Bucket,Manual Review,Cloud Storage,Medium,Malware Removal,Iran,Pakistan,Healthcare,Emails,Automated synthetic breach entry for research dataset.,4
DF58E122,2024-01-09,2024-01-29,2024,Phishing,Compromised Vendor,Privilege Escalation Bug,AI-Based Monitoring,Database,Medium,Firewall Updated,Canada,France,Retail,Internal Documents,Automated synthetic breach entry for research dataset.,20
F0F60956,2021-06-08,2021-06-20,2021,Ransomware,Web Exploit,Zero-Day Vulnerability,Unusual Activity Detection,Web Server,Critical,System Isolation,China,China,Retail,Financial Records,Automated synthetic breach entry for research dataset.,12
19C17953,2025-03-28,2025-04-07,2025,Ransomware,Email Phishing,SQL Injection Flaw,SIEM Alerts,IoT Devices,High,Employee Terminated,Canada,Brazil,Retail,Credentials,Automated synthetic breach entry for research dataset.,10
C8109C91,2016-05-06,2016-05-14,2016,Ransomware,Email Phishing,Privilege Escalation Bug,Manual Review,Endpoint Devices,High,Backups Restored,Brazil,UAE,Government,Transaction Logs,Automated synthetic breach entry for research dataset.,8
36DF3950,2016-12-26,2016-12-28,2016,Phishing,Social Engineering,SQL Injection Flaw,Firewall Logs,Endpoint Devices,Medium,Traffic Filtering,Spain,Pakistan,Telecom,Emails,Automated synthetic breach entry for research dataset.,2
2C479C4C,2019-11-11,2019-11-17,2019,Zero-Day Exploit,USB Infection,CVE-2021-44228 (Log4j),Firewall Logs,Cloud Storage,High,System Isolation,Canada,UAE,Energy,Transaction Logs,Automated synthetic breach entry for research dataset.,6
137B647F,2019-08-03,2019-08-10,2019,Cloud Misconfiguration,Cloud Misconfiguration,Zero-Day Vulnerability,Firewall Logs,Internal Network,High,Malware Removal,India,Japan,Manufacturing,Transaction Logs,Automated synthetic breach entry for research dataset.,7
F48BD6DF,2024-06-20,2024-07-06,2024,Cloud Misconfiguration,Web Exploit,Privilege Escalation Bug,SIEM Alerts,Email System,High,Firewall Updated,USA,Germany,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,16
8B93D009,2021-11-14,2021-11-26,2021,Phishing,Social Engineering,Unsecured API,SIEM Alerts,Internal Network,Medium,Employee Terminated,UK,Australia,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,12
2F59205C,2016-02-20,2016-02-27,2016,Ransomware,Web Exploit,Privilege Escalation Bug,Firewall Logs,Cloud Storage,Critical,Firewall Updated,UK,UAE,Healthcare,Full Database Dump,Automated synthetic breach entry for research dataset.,7
82176242,2015-07-16,2015-07-20,2015,Web Exploit,Compromised Vendor,Zero-Day Vulnerability,Firewall Logs,Cloud Storage,Medium,Firewall Updated,Spain,Italy,Government,Emails,Automated synthetic breach entry for research dataset.,4
52D2435B,2016-08-07,2016-08-08,2016,Zero-Day Exploit,Social Engineering,Outdated Firewall,Manual Review,Web Server,Medium,Patch Applied,UAE,Japan,Education,Internal Documents,Automated synthetic breach entry for research dataset.,1
31633471,2015-12-19,2015-12-26,2015,Zero-Day Exploit,USB Infection,Outdated Firewall,Firewall Logs,Endpoint Devices,Medium,Malware Removal,India,Netherlands,Transportation,Internal Documents,Automated synthetic breach entry for research dataset.,7
A0062CA3,2024-11-30,2024-12-13,2024,Zero-Day Exploit,Web Exploit,CVE-2021-44228 (Log4j),AI-Based Monitoring,Database,High,Malware Removal,Nigeria,Italy,Education,Credentials,Automated synthetic breach entry for research dataset.,13
5D0B24FF,2017-10-21,2017-10-22,2017,Zero-Day Exploit,USB Infection,Outdated Firewall,Firewall Logs,Database,High,System Isolation,Australia,UK,Government,Credentials,Automated synthetic breach entry for research dataset.,1
C4C731D0,2019-02-08,2019-02-11,2019,Cloud Misconfiguration,USB Infection,Weak Password Policy,Firewall Logs,Database,Medium,System Isolation,Germany,Netherlands,Retail,Emails,Automated synthetic breach entry for research dataset.,3
DD4A1D0B,2017-08-11,2017-08-19,2017,Ransomware,Social Engineering,Unsecured API,Manual Review,Web Server,Critical,Backups Restored,Japan,France,Education,Full Database Dump,Automated synthetic breach entry for research dataset.,8
B22457AC,2023-08-20,2023-09-08,2023,Phishing,Web Exploit,Outdated Firewall,Threat Intelligence Feed,Web Server,Medium,MFA Implemented,Japan,Italy,Retail,Emails,Automated synthetic breach entry for research dataset.,19
CFBA874D,2019-11-05,2019-11-10,2019,Phishing,Drive-by Download,Zero-Day Vulnerability,Manual Review,Database,Medium,MFA Implemented,Japan,Russia,Telecom,Emails,Automated synthetic breach entry for research dataset.,5
70E21C19,2017-09-27,2017-10-01,2017,Phishing,Social Engineering,SQL Injection Flaw,Firewall Logs,Email System,Low,System Isolation,India,Pakistan,Banking,Basic Metadata,Automated synthetic breach entry for research dataset.,4
AF60CC48,2020-11-02,2020-11-14,2020,Ransomware,Cloud Misconfiguration,Outdated Firewall,Unusual Activity Detection,IoT Devices,Critical,Traffic Filtering,India,Australia,Retail,Sensitive PII,Automated synthetic breach entry for research dataset.,12
884DDC8F,2025-11-30,2025-12-11,2025,Cloud Misconfiguration,Drive-by Download,Weak Password Policy,AI-Based Monitoring,Endpoint Devices,High,Malware Removal,Spain,Spain,Banking,User Tokens,Automated synthetic breach entry for research dataset.,11
0AA3EDA1,2022-12-21,2022-12-25,2022,Web Exploit,Malicious Link,Privilege Escalation Bug,Unusual Activity Detection,Cloud Storage,Low,System Isolation,India,UAE,Energy,Basic Metadata,Automated synthetic breach entry for research dataset.,4
0BB87C8B,2025-03-26,2025-04-08,2025,Cloud Misconfiguration,Social Engineering,Privilege Escalation Bug,Threat Intelligence Feed,Database,High,Malware Removal,France,India,Education,Transaction Logs,Automated synthetic breach entry for research dataset.,13
FB2F6136,2016-02-24,2016-03-03,2016,Phishing,Malicious Link,Zero-Day Vulnerability,Manual Review,Endpoint Devices,Medium,Backups Restored,Japan,Australia,Transportation,Internal Documents,Automated synthetic breach entry for research dataset.,8
23203E09,2025-12-07,2025-12-17,2025,Ransomware,USB Infection,CVE-2021-44228 (Log4j),AI-Based Monitoring,Endpoint Devices,Critical,Firewall Updated,UK,Netherlands,Transportation,Sensitive PII,Automated synthetic breach entry for research dataset.,10
58D631F8,2017-06-12,2017-06-17,2017,Ransomware,Malicious Link,CVE-2021-44228 (Log4j),Firewall Logs,Database,High,Firewall Updated,Germany,UAE,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.,5
3149F8A1,2020-10-06,2020-10-16,2020,Ransomware,Web Exploit,Outdated Firewall,Unusual Activity Detection,Endpoint Devices,High,System Isolation,Japan,China,Healthcare,Transaction Logs,Automated synthetic breach entry for research dataset.,10
A8E6B6EC,2017-03-22,2017-03-24,2017,Phishing,Social Engineering,Unpatched VPN,Firewall Logs,Web Server,Low,Malware Removal,USA,Germany,Energy,Basic Metadata,Automated synthetic breach entry for research dataset.,2
153DBA0B,2018-02-07,2018-02-14,2018,Zero-Day Exploit,Social Engineering,Unpatched VPN,Firewall Logs,Payment Server,High,Malware Removal,Netherlands,India,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,7
2ED7FAB9,2019-11-25,2019-11-29,2019,Cloud Misconfiguration,Email Phishing,CVE-2021-44228 (Log4j),Manual Review,Database,High,System Isolation,UK,Germany,Banking,Credentials,Automated synthetic breach entry for research dataset.,4
8FBE66DC,2016-11-11,2016-11-18,2016,Zero-Day Exploit,Email Phishing,Misconfigured S3 Bucket,Firewall Logs,Cloud Storage,Medium,Backups Restored,Netherlands,UAE,Telecom,Internal Documents,Automated synthetic breach entry for research dataset.,7
